,username,normalized_trust_score
3226,Wayne074,0.012520929363113031
29,nicoleh,0.012506558891796889
2476,Carolina60801,0.012500146865563524
1430,Yanela,0.012494993967034445
101,mypecks,0.012466284906526596
408,kikam,0.012451407645747953
2778,Matt123,0.012430445494928513
3357,nikaury,0.012410242435161796
133,DMPL2271,0.012389584582137968
441,Fique,0.01237429963419548
1557,runea,0.01232465289965632
2596,umut_003,0.012312478257935244
452,Sonia_Elizabeth,0.012247496410475532
2954,PaolaGuzman,0.012229972184939448
374,Lamorenota,0.012226793325189965
828,user_40504,0.012216989085730861
498,Nayo,0.012113708198851693
1165,Estuardo42,0.01210946673678355
887,Ramses86L,0.01209707223705916
1593,Manuth,0.012096360032749193
2267,CupcakeZombi,0.012095527313150918
375,Grace177,0.012094258290040608
1973,jhoncub40,0.01205234041454995
450,Marirami22,0.012051238727911914
2500,asamantha,0.012050635296571714
144,Sauldiaz,0.01203607768130037
1222,Tatiana98,0.011985300793729458
3235,hafizf,0.011969587700027694
2136,clementem,0.011952805429818933
523,sky32,0.011950664687794352
1260,DFSRAMBO,0.011948567291290214
137,lysap,0.01189423839235831
769,dilyarai,0.01184923822468866
2409,Lonley,0.01184395444142539
590,Selete,0.011827254908526028
2026,rohanakumara,0.01182141578042755
1074,jannetje1972,0.011814713904489604
444,ritasoledad60,0.011809378828078695
1362,moisesm,0.011787300121007541
2392,Frederik888,0.011759944272084447
2232,Gus36,0.011733919514459956
1812,parizia,0.01172590311439212
2225,guitardan35,0.011720043915388672
1409,Raajkhan2252,0.01168261598984354
1300,Irmaeli,0.011661938648983575
1861,Lecarinvi,0.011658349921883696
2610,Tamara83,0.011656239529817513
1387,Ashby1981,0.011635563482749028
994,Angelamar,0.011635563482749028
753,Lorelai,0.011635563482749028
457,Mirest,0.011627109925073766
2146,Yelmo,0.011617204732601246
1186,juanp2345678,0.011614881200490956
1096,Kwan35,0.01160349223013191
2460,michellew23,0.01160349223013191
624,Macobu,0.011595255924711036
582,DanieleSilva,0.011570436783253077
798,Diane9303,0.0115587661607893
2989,Lonelyheart,0.011554416744953952
1776,germanlui,0.01153923727145643
1272,ramzimavim,0.011511802104747436
1643,Redpapermoon,0.011485178888257333
267,ronny88,0.011485178888257333
1091,algis31,0.011437181325925104
1907,Maligaya11,0.011431066490254549
1280,S4r0n,0.011425313326216487
1950,margaretc,0.011413001801906391
3242,znehr0301,0.011412817840014576
157,MFERALBAN,0.011406311788477628
2167,Adrian_uio,0.011379515291119816
2165,Lparedes,0.011379515291119816
2011,Lhorn35,0.011318584835278797
1919,MariaVanetti,0.011284072790743125
1457,Tatica,0.011282324192861641
1830,Pilar099,0.011245615531514104
1189,petter2991,0.011222977347518516
2196,Anitha,0.01119899578518219
3134,Anneli72,0.011164408822572408
1886,LaCucaracha,0.011148557848011957
2422,Tenaj092970,0.011119602791618817
2796,Leezy,0.01110250136641874
562,justlie,0.011056698488204364
599,eddieg,0.011039563809614718
1335,emil,0.011015409913582875
918,emilio88,0.011003677189658171
1571,amatiasp,0.01099633838377078
2386,ESTHERDU,0.010991805798867497
1516,Number1,0.010980059707562521
2907,rositavalenc,0.010960570402415548
1201,Mephistoles,0.010950810323890205
1884,Jorge01,0.010926729208313446
1432,Juanosuna14,0.010905810734458447
2273,yani86,0.010898598040478292
1085,chenvy84,0.010893725354489188
1527,Yolimar,0.010883337048612492
751,carol2901,0.010853622580619837
3265,ladyjel54,0.010779757507079183
1569,GwenV,0.01075899557924647
916,OlleVias,0.010720582432262192
3030,sabasabauri,0.010713719184485292
3107,Carmoy,0.010713719184485292
1419,Bray94,0.010713719184485292
3080,teob,0.010713719184485292
1579,TheDavid,0.010713719184485292
1583,eduardo25,0.010713719184485292
2922,renzop,0.010713719184485292
977,luisfalavez,0.01068286431054955
417,Uli10,0.010681802710652591
1822,Gomshi,0.010661339494483776
1808,normangelicap,0.010657995219867019
669,Lizzy_BF,0.010657995219867019
3372,Tami1330,0.010657995219867019
1292,LaurelleBill,0.01063950557959245
191,Migtzab,0.010625084081443466
2521,73ecuador73,0.010609349265013456
2657,claudiam2,0.010602997841372216
1705,Oscarito,0.01060043334374654
1816,alexg2,0.010589091904934398
2622,jana,0.010532130826550766
1728,cancuncp,0.01053156017280591
1323,Luciaaa,0.010505095743841284
1428,josueyv,0.010500167624687614
942,Paola1991,0.010491914648639031
497,Pitter,0.01046410342768389
1535,Jason872,0.010440796083644783
2729,WANA,0.010423337033024435
685,Sylwunia1980,0.01040113605695049
683,EstrellaSol,0.01040113605695049
1246,Svetlana111,0.010376020647876665
1248,Galatica0166,0.010376020647876665
2197,Joeylynn,0.010376020647876665
483,mayra1960,0.010376020647876665
56,Rosita1631,0.010376020647876665
430,Marcamague55,0.010376020647876665
2741,malaya,0.01036034764824316
1084,Asli,0.01036034764824316
1018,FFUERTESP,0.010342866285923727
3121,JAQUIE,0.010336964741583523
1354,AZUL29,0.01032731818668095
482,Angi13,0.010325388763834886
1713,Lauri708,0.010315152348887132
438,Ligiavisa,0.010299154101631753
114,jimp01955,0.01029692800589015
1199,jeinny,0.010287956188844937
2473,Kate1708,0.010285820126380355
2634,jdf6769,0.010285714833778086
1118,gitm,0.010276347960689786
1652,Angel401,0.010238663951809824
3133,Cora,0.010233644563401135
2284,dmain1961,0.010193016953084746
2903,viajeroj,0.010191590704866551
1274,ThePagan93,0.010189717654843259
1476,Mauro37,0.010177216423922419
2231,user_65357,0.010165517159252081
2890,naturelover9,0.010164197171436084
1459,Angeei,0.010139156807786013
1855,Mila888,0.01013653333631858
2033,patty02,0.010114422137098913
3288,mannylozano,0.010081010250415266
2177,bebito,0.01005880377174699
902,MelaLeida,0.010052949476415426
681,mapi,0.01005293170375139
1325,Frandsen,0.010052059026117971
2973,Mar30,0.01004469664578033
2647,jersonl,0.010030443509975277
2084,Emaa,0.00999431401618169
458,Steve2154,0.009993089325802763
487,Ginandtonic,0.009990413139509172
216,AmeliaCastillo,0.009973025407634931
2524,solterobogotano,0.009968512876805214
934,Avanger,0.009963500171613243
2328,druns7,0.009956119903959714
2329,abew,0.009956119903959714
2306,Miguelin58,0.009956119903959714
1876,Beyde,0.009947376986555793
3358,vanesabotero,0.009936485185109685
2014,Lucero20,0.00993050779963576
541,cosmo,0.009914304965535374
1991,lulzim,0.009913916059857331
3282,DeyaniraOrtiz1189,0.00989858016426181
3281,Gloria13,0.00989858016426181
1453,RichardDD,0.009874336319328379
1063,Marqus,0.00986634125428908
3124,mykelc,0.009862649758758748
370,PattyJenn23,0.009861215467882083
284,Derly,0.009861215467882083
339,Lissette929,0.009861215467882083
372,MyrLiz,0.009861215467882083
564,Aza,0.009861215467882083
723,Windy,0.009861215467882083
397,Koskis,0.009861215467882083
1073,Tysonrs,0.00986014327869893
1337,George1312,0.009819568016559857
1153,ernestom23,0.009811962534790808
1202,Yeseniaha,0.009793732152374085
1562,Marco44,0.009787834710238292
1641,avaldi1,0.009780207871793858
79,sol555,0.00976055182270676
969,ninoska,0.009751670164658145
1228,kutinho,0.009734123988994455
2645,Van,0.00972872055674857
334,Mima2212,0.00972371945458866
706,ellac,0.009717103595469359
1267,Roberto80,0.009698945744746371
1745,Zeny,0.009693490643236812
755,Nuzmik,0.009666661689013298
1555,donpepe,0.009666479400141103
362,glof,0.009578847345350366
2984,adrianamarcela31,0.009574757503946747
2632,erika,0.009563045422566826
3005,hastaelabrazo,0.009546127006807787
644,AngelRivera,0.009529343402715206
2583,arturod,0.009491478992494182
344,fleuri1,0.009432605248815657
1365,KIRA2108,0.009393680065151818
1622,SamEA,0.009369055021099124
2321,Dianadenica1985,0.00935869890148156
2406,adrianas23,0.009331314164898167
1083,yannac,0.009325860060778795
2698,Meggy,0.009322685731857393
3147,Upinsmoke09,0.009322607559379402
2070,Elianny,0.009312149681854474
2069,Kl5522607,0.009312149681854474
596,paulh2345,0.009302259482195275
237,luis2015,0.009262782784133007
981,Beatry,0.009231306229236408
1798,candidojesusf,0.009220733055422514
768,kumar195271,0.009202470327745925
1148,jp0311,0.009195466527437704
3021,Adeusa26,0.00917766195267087
3146,shannybunny01,0.009172421202867452
2753,gregmay,0.009146320262946768
870,Romina2015,0.00913351675701975
2935,hilary23,0.009120963827600236
2945,Bk2500,0.009112665015134984
2658,dgc,0.009104037298066458
2393,Anne33,0.009090462632179701
436,pacodelapaz,0.009087348609807512
778,sweetwilliam,0.00908486170733487
3163,scotte,0.009070527459922921
102,Puntarenas,0.0090591185185219
3219,anuj2099,0.009051079162981361
326,Abumazen,0.009050808519268008
241,Walo,0.009050625185442788
2920,Phatthee,0.009040719727010276
2139,belisara,0.009038035487465276
449,Meliza,0.009026196739692289
453,Daysi4you,0.009026196739692289
1163,Rruthrromero,0.009023354861261719
1370,Salo19,0.009023354861261719
2761,Yenny031991,0.009023354861261719
715,lina_lopez,0.00901911504741228
1931,Pj_24,0.009006886406083688
2772,alicial,0.008997128139555171
2896,Mariale8p,0.008972320061428065
2528,juanmafiesco,0.008968285390108804
993,Kmonge,0.00896624633619882
2530,RocoLerma10,0.008963472795295654
1665,kevon,0.008952687555895913
1123,yasmi,0.008945368762356253
543,Zuly,0.008935890072040237
180,Amelia,0.008914344355206556
2456,Jemimahenrystanley,0.008912124600553507
19,Princesasi,0.008888442158532104
3151,Barryjohnson,0.008880862474108716
2548,Jucagilsachef,0.008875340748470906
3343,Ydnar08,0.008875106568863998
3382,jobero,0.008875106568863998
556,marcol23,0.008812015686303803
1908,patriciap234,0.008779155193632678
869,yannah,0.008774038657041135
1468,Adalwulf6,0.008772284548315993
1082,milliedelfin,0.008772218382983359
1269,edwardc23,0.00876491750028162
244,daniella2wang,0.008757383830246917
1467,Snaxzgirl,0.008739622039087359
1500,aberoj,0.008726316390400399
3217,carls,0.008710809934238428
2613,medea,0.008709722592414983
1425,Darwing,0.00868701097796581
1424,Ness,0.00868701097796581
1423,Frederick,0.00868701097796581
164,tommyhill1982222,0.008685920936511375
218,Templario,0.008684706721632301
1959,Silfa,0.008683149328514987
2697,geyson,0.008667970876632132
2933,mariaz2,0.008659940664386304
2362,khani,0.008654047010601018
3034,nely,0.008654025344873846
959,mark34,0.008644718961612837
750,Lissadry,0.008613179631848867
936,AlexandraMW,0.00860377740453431
1560,Ronaldavid98,0.008591468781218983
1962,Arnaldo,0.008590753557804264
2100,Litus,0.008590239432722566
2108,MARS0208,0.008590239432722566
1462,Maecela,0.008564617467252927
766,markhart1,0.008550890946108464
3141,vladimiru,0.008539480550617312
3140,rajendrap,0.008539480550617312
2413,Zenayda,0.008515107643630842
812,karolrico,0.008510125464323257
2913,sevi,0.008506441206941497
772,Larisleidys,0.008498158384887534
776,Islabella,0.008498158384887534
777,Carmenyc,0.008498158384887534
433,armelio,0.008496336800271221
3271,proctor123,0.008417728635669737
613,Houriel12anou,0.008402125768190093
3320,lynettef,0.008386999416693556
1026,Stvn,0.008359074971925317
1027,cheyenneb,0.008359074971925317
1717,SWFLCJ,0.008332925980694161
2688,luisz,0.008299590383023836
2581,Alla_777,0.008278505634303261
2904,Surafel,0.008201053125309568
1347,wenddingr,0.008191294622251216
2294,jennifert,0.008189538312660853
1725,Alexa36,0.00817627317206378
850,isanerea,0.00817627317206378
849,Nessyg8,0.00817627317206378
2836,joslier82,0.008174732352604661
1217,AndyAndy,0.008164409585161013
2357,josem8,0.008161422806423761
2806,brisa1212,0.008140666969455977
1664,DANNYDCMX,0.008135075117433669
1891,emmaculatee,0.008134638738263872
2279,sumomo0909,0.008130104911241257
3170,Alina,0.008087913529754465
763,Angelicaricu,0.00806841416608637
1119,Mohamed,0.008064175589586062
3385,Davidrestrepo,0.008051850215357224
1232,princessgiovanna,0.008042222322067022
2450,Karinastia,0.008041994963876026
643,Leonelmessi,0.008037737190301196
3267,andreal,0.00801738574310701
939,AndryRojas,0.007976883117955842
50,Olg,0.007976766157232747
281,UCMEICUCME2,0.007975919517802068
3075,Lourdesc71,0.007967254125679378
160,Geelin_Villaester,0.007964258546015892
158,Gotica55,0.007964258546015892
1856,abrahannyr,0.007958277928646649
2877,BadAss0618,0.007958062414029419
2437,jovani30,0.007950258830895139
1869,trabasasd,0.007932229464905991
28,GrayShadow,0.007932229464905991
630,taniaguerrarisell,0.007932229464905991
25,johna2345,0.007932229464905991
735,Frankifrank606,0.007932229464905991
1291,Lisa87,0.007900074033296744
1289,Guisella,0.007900074033296744
2421,sova01,0.007884681655762157
960,sishukan,0.007884681655762157
2384,Sue124,0.007884681655762157
2128,edic,0.007884681655762157
499,Bryan4711,0.00788435281809685
825,Bory,0.007878217745801244
3207,foxxy_1,0.00786884937880545
2412,rubensan,0.007849208180802227
604,Alex1961,0.007849208180802227
1881,martin152,0.007836983288093746
858,Mery0098,0.007792782545876328
1357,edwinr2,0.007791330338658787
2408,kevina23,0.007791330338658787
2390,mikec80,0.007791330338658787
1359,Resplendent,0.007791330338658787
1358,carlosm2345678,0.007791330338658787
2516,carlosoctavio,0.007791330338658787
2378,SaShJr,0.007791330338658787
1782,Demarlon,0.007790320656491074
1779,WilliamJamesAY,0.007790320656491074
2220,yamilm,0.007790320656491074
1777,Suderen,0.007790320656491074
1934,emingirgin,0.007789458785803016
1680,Eduardomadrid,0.007775338191553902
1681,Hendrik,0.007775338191553902
1678,Edu1006,0.007775338191553902
1679,Graeme1965,0.007775338191553902
3089,MiguelOso,0.007765041654546936
1152,pau82,0.007737817784997252
1297,Dano,0.007734842849591883
394,Mr_Gmannen,0.007734842849591883
956,edya,0.007721182399414655
3302,Naudis,0.007714054769608879
1544,fabihola,0.007681833238898864
3126,Shirlyn1931,0.007675271015606011
2471,samiura,0.007596111045769028
900,javc,0.007592478369707163
1595,irim,0.007581963954821316
3208,Loissaturday,0.00758165776089521
200,FlorAlaska,0.007580365479777763
195,michiqui,0.007580365479777763
197,ZULAY57,0.007580365479777763
1589,luckyforsome,0.007569901965748156
2227,lenHenriqz,0.007553146103806624
816,badboy,0.007553146103806624
1781,Stamjo007,0.007553146103806624
3384,elfaz,0.007553146103806624
2012,Evans00,0.007542440554137419
1602,Jwyko,0.007525355944578996
2202,LuisssII,0.007524946859403683
2370,Feyo,0.007517290076183491
2767,mariag2,0.00748015160655887
1817,Windsong50,0.007476980915739236
3349,BuddyB,0.007459881071090889
3348,brianm,0.007459881071090889
3340,pikeman77777,0.007459881071090889
3291,albertd,0.007459881071090889
3292,wandell,0.007459881071090889
3293,HUGHSIE47,0.007459881071090889
3294,fantacytime,0.007459881071090889
2555,williamb,0.007459881071090889
915,Franjos72,0.0074589623630752075
17,jchh,0.007455594991017569
2608,loulyg,0.007454186275191001
2881,argiea,0.00745118489197033
1935,Jamoxo,0.007436515950277686
3066,TurkishMiss,0.007429319262228285
1892,anfibio,0.007408563833675545
1744,Luzcesita,0.007406160693799482
2004,atanasiqp,0.007399415115949053
434,davidb23,0.007398818406482712
2616,deborahm2,0.007394408554046043
2618,anaiz,0.007394408554046043
2615,Ilnura,0.007394408554046043
2620,Oshy,0.007394408554046043
1213,ugur82,0.007379778022444358
2079,Lolita1718,0.007375936144101292
1952,Xiesha,0.007375936144101292
1954,Morenaza,0.007375936144101292
1953,Margib03,0.007375936144101292
1949,lisah2,0.007375936144101292
2019,chichic,0.007375936144101292
1951,noram,0.007375936144101292
2053,tammiej,0.007375936144101292
2106,NatalyDJS,0.007375936144101292
1948,MsShell1,0.007375936144101292
1839,Mitmit,0.007375936144101292
1978,marty267,0.007375936144101292
2107,Kats720,0.007375936144101292
1230,AnastasiaEL,0.007375936144101292
2068,Denissa,0.007375936144101292
2071,mariae1,0.007375936144101292
2075,marletysv,0.007375936144101292
179,olgag,0.007348910754912852
746,marialisyduarte,0.007333982489585138
1517,Mary1010,0.0073249230784743664
1534,latinamex,0.007291347837568062
2614,leah20133,0.007290690572325335
254,Lets_go_fishing,0.007269918895398668
3039,matrix2010,0.007269649625361217
1875,Norangy,0.007266730533778842
1982,ekaterinag,0.007266730533778842
2228,angell13,0.007266730533778842
2944,Kattyescudero,0.007266730533778842
2335,user_60698,0.007266134967857077
1551,Ariana_CH,0.007251088605775071
2299,davidb23456,0.007248509821623401
1844,Cucusrd,0.0072456687017685385
120,King1980,0.007238764042835224
2277,judycita,0.007225015866073459
2322,Jeska_28,0.007224623655468643
1761,Crissandoval,0.00722356478001487
2558,natalyas,0.007221327146848527
3020,eduvijem,0.0072210614457103245
3019,Anabel,0.007198292041910023
810,JenniferRoberts80,0.00716425968144544
2332,johuelj,0.007161908515608187
342,Nofear,0.007154159221748104
2032,Guinnesspete,0.007148668812593584
1625,nomoresolo,0.007130975428097806
2485,kiritoc,0.0071300031146952604
2241,jamesd23,0.0071297810509589
214,luvmychihuahua,0.0071136854394388506
1819,Stguera,0.00709750119920581
1683,Georgiopeny,0.007092425262841699
2636,WorldCitizen,0.007092425262841699
1706,Dom78,0.007087984993588113
1987,ariel7118,0.007084811841215562
1905,Pabla,0.007067447857410315
2304,chupete,0.007063841008782211
1389,Vicky11,0.007035351225770294
45,Gaviscon,0.0070236110571011146
47,SunshineinCA,0.0070236110571011146
3362,juanl2,0.007021452388228782
3363,JoseMiquel,0.007021452388228782
3139,jimmy,0.007021452388228782
855,Bellajoy,0.007015299224107914
927,Washer411,0.007002261664487224
2589,Toufic,0.0069903287800608315
2272,Tourza,0.0069903287800608315
1823,mxcan,0.0069903287800608315
1799,lailab2,0.006975827373650736
1849,999johnny999,0.006975140561633248
1461,Manu12,0.00697196056086864
2646,user_45875,0.006968580180041267
2609,Elinka,0.006952069241608637
2391,queen007,0.006939303534894288
2246,Elizabeth136,0.006939303534894288
2554,Dania59,0.006939303534894288
912,Laurel60,0.006939303534894288
495,Wem2022,0.006937166351968663
649,Noa2021,0.006937166351968663
1718,marfullm,0.006930476016111185
2423,davidmoses,0.006928791954106895
1386,andreortiz,0.006927323216443529
1438,Anel,0.006927323216443529
1449,Evgeniya2112,0.006927323216443529
1372,dana1984,0.006927323216443529
785,Fini,0.006927323216443529
588,Valeria89,0.006927323216443529
589,Sofiamaraya,0.006927323216443529
1311,SAHILYN,0.006927323216443529
795,ClauR,0.006927323216443529
1258,Sofiaruby,0.006927323216443529
1206,Andy21,0.006927323216443529
2867,Marivel,0.006923619052656765
1355,Millaray,0.0069231532565004385
11,Sunshyne7,0.006912655835085873
1204,Eliza32232,0.006912433173289947
77,beatrizp,0.006912433173289947
80,mariaelnita,0.006912433173289947
295,Odennys,0.006912433173289947
1076,Gre1975,0.006912433173289947
1656,vegas,0.006912433173289947
161,esmay,0.006912433173289947
1937,alejandra1975,0.006912433173289947
462,ECH,0.006912433173289947
1240,graced2,0.006912433173289947
3097,James20,0.006896573862990598
3109,JohnnyCash311,0.006896573862990598
3295,Vesselina24,0.006853864660440656
219,CHARY,0.006837743303430279
680,mayra_zambrano,0.006831632032968147
2124,handyman379,0.006823829171358853
1072,Anghel,0.006823489430418229
1070,Sandy_Germany,0.006823489430418229
2550,Lucitatoel,0.0068092870037282935
634,borello,0.006807764086752913
1310,kaku,0.006807764086752913
1017,difto30,0.0067900723980631374
728,EdgarSmithCh,0.006783120726462055
2930,Mareli,0.006778350364874152
2345,fehmit,0.006771776342386069
2356,ROADWARRIORRICH,0.006771776342386069
2631,Torero,0.006771776342386069
215,lindap,0.006770663375908188
765,yayatruram,0.006766816719827685
1780,earlf,0.0067548920380151745
1692,bobz,0.006734207474328949
1694,Zoki,0.006734207474328949
1695,FULLOFLOVE,0.006734207474328949
1693,Happycamper,0.006734207474328949
1711,Gigi2018,0.006727936703917528
672,Aba0987,0.006708847990871741
606,FedericoMP,0.006693695067514115
875,AnthonyRoseINC,0.006691418105550279
1479,Fernando777,0.006678014873223548
3136,Maru69,0.006655592056579499
3132,iv,0.006655592056579499
1276,GmaVicki,0.006655592056579499
3229,angief,0.006655592056579499
1550,Daniela1999,0.006644051873692697
3298,passionate_lady,0.006642279942460506
1413,Dalberto,0.006622814057601957
1540,marthal23456,0.0066099175505775695
2998,russellw,0.006589427398705075
3296,Gf1970,0.006588022144773297
2400,sayuri,0.0065524597794897575
2180,Welshman,0.0065480513857352094
2185,mibo63,0.006538749751347646
1737,cesarantongranados1,0.00650782605338473
2683,Natali777,0.006486559816776818
3145,Margiee,0.006486253423897016
578,tyty0,0.006443761884035012
693,Dilki,0.006443761884035012
694,Amoregun,0.006443761884035012
410,Nanyien50,0.006443761884035012
695,canada50,0.006443761884035012
696,joshua99,0.006443761884035012
2736,mariat2,0.00644322732971793
151,Helga2366,0.006439767380112454
2111,dond2,0.006436456665135418
1243,Yuliet,0.00642814126468536
3104,roset,0.006416032366809658
126,Stevensen80,0.0064146402371967875
1429,cv,0.00640856211809092
1426,Vicentenica,0.00640856211809092
2353,frydo,0.006399077136186735
2519,ica24_mesias,0.006398508628969976
320,Five5Fold0102,0.006392877007395058
2169,Klima,0.006380130960191663
64,SiteBot,0.006372490938535998
1771,paulc,0.006355441101474613
3333,Ale,0.006353232242259187
1800,tamarav,0.006352913153193026
2578,michelleb,0.006352478419481639
2157,TonyG78,0.006335915324943446
1635,Irisliliana,0.006333927081810233
3383,Mhacel18,0.006321425380288515
442,aries6,0.006308495841522928
1970,Mago69,0.006300132211967111
2974,Sharlot,0.006297562578655574
424,williama23,0.006275259016519447
992,Gabriel96,0.006258082171994314
833,stephenc,0.006244079162330962
2238,jamesr2345,0.006236167398515414
2239,jamesr23456,0.006236167398515414
468,uberlandis,0.00623555540329063
1160,Thor68124,0.006226564062746781
1227,goodforu,0.006226564062746781
600,Galitan,0.006226564062746781
1226,ursus92,0.006226564062746781
1225,Miguel55,0.006226564062746781
2797,user_44110,0.006218598189881443
2755,paulb23,0.006214599567373556
1850,bruce1983,0.00621047254877046
2995,Ruppert13,0.00619965330957093
3311,randalll,0.006196618551406446
2371,Robert123,0.0061874689462055954
1698,Roger1,0.00618024909738275
2831,Hazel,0.006168113175652978
1086,quynhnhu216,0.006167001874387879
1031,Soe07,0.006167001874387879
2675,bienaysi,0.006167001874387879
965,Nicos73,0.006158676020188354
38,miguelos,0.006158676020188354
621,Romay,0.006145757047917087
111,Miele,0.006135262523296905
108,miyoto,0.006135262523296905
110,markdm57,0.006135262523296905
1606,melooking4u,0.006131210074924181
1883,Ellyi,0.006126762886442318
1882,ANGELITA01,0.006126762886442318
608,bathory,0.006118589137337814
2130,ceciln2,0.006109912208858419
2685,Nancyck,0.0060858310117192825
1484,manee,0.006083658507369066
139,Rosana,0.006083658507369066
134,bene,0.006083658507369066
529,Antonio29,0.006077487647369695
527,Andres1144033690,0.006077487647369695
1273,mohammadk,0.006074596491942834
1927,markinmarbella,0.006074596491942834
742,CanadianDreamer,0.006058669359643347
2977,Kharen,0.006043977762335384
1208,MUSA1989,0.006043316768754956
2854,eThomase,0.006037510265314369
1458,Jessmi,0.006037126200110068
363,Belami7,0.006017452156746775
350,Markb851,0.005992884948163617
2288,Pitbulldad,0.005960588760513234
2467,CARLOS325,0.005960588760513234
3205,bolotinao,0.00595969913906132
1341,jennykeys,0.005957313823235312
2833,Natalka,0.005951468213208358
933,Zaertlich2020,0.005932544429229919
1628,thuvar,0.005932544429229919
1591,nodipalpitatio,0.005932544429229919
932,Doron70,0.005932544429229919
935,Oscargonzalez,0.005932544429229919
2950,AlisonDayanaCY,0.005917447437980124
2040,albertom23456,0.005896753659586355
1446,pabloperuano,0.005895036437485644
1481,blancucha,0.005893944253660979
1915,Solaria,0.005893944253660979
3216,pepito,0.005891539506553241
1303,Snow,0.00588569841101729
1472,Rafiqui2000,0.005879267737534655
1475,Mardekely,0.005879267737534655
627,Isa93,0.005877973301130822
579,Christbear2,0.005877973301130822
697,Cupido22,0.005877973301130822
660,Dmc05091969,0.005877973301130822
736,Twiggie57,0.005877973301130822
666,Dixie1964,0.005877973301130822
727,YenCar,0.005877973301130822
790,CRistina44,0.005877973301130822
667,Sabina70,0.005877973301130822
473,Helenarus,0.005877973301130822
117,Marju217,0.005877973301130822
538,Carmen7,0.005877973301130822
331,Mariajuarez,0.005877973301130822
515,ALMI,0.005877973301130822
722,Sheny10,0.005877973301130822
686,Judyleba,0.005877973301130822
559,Aleydis,0.005877973301130822
614,Dayra,0.005877973301130822
547,CHETOULA19,0.005877973301130822
558,EriGuzman,0.005877973301130822
1130,ALBAROSA,0.005877973301130822
647,Thiaree,0.005877973301130822
512,NANALYA,0.005877973301130822
710,Reginaray,0.005877973301130822
325,Juicy72,0.005877973301130822
210,Purplemoon,0.005877973301130822
396,Patricia88,0.005877973301130822
1164,Hailey6,0.005877973301130822
862,Marg1503,0.005877973301130822
474,ptoufanidis,0.005877973301130822
1546,Jerry120,0.00587695830828347
2480,Gernica,0.0058721900335612625
2153,Feedthebear,0.005870475557361522
3067,siriusblack,0.005869815268214502
2334,rmoore,0.005858362203110483
18,anaorellana,0.005853752108706665
1324,Warcat120,0.005852148365152905
2418,dina2017,0.005825938401852661
2163,Claudita,0.005823250286855048
1549,RobertMc410,0.005813687795022961
2283,Danijel,0.005806577886644479
2098,knowzdamnwell,0.005786327608092772
2099,ILikeThatALot69,0.005786327608092772
492,kathya,0.00577077761460102
493,Rosamelida,0.00577077761460102
404,Impatient1,0.00574974202758258
406,bobom,0.00574974202758258
2453,Deicy,0.005749248908087013
522,EDUARDOLUISCC,0.005749103921593238
709,Regina6alisa,0.0057397834166938045
500,MauricioARG,0.00573637583314496
2358,Andred32,0.005727629583213078
2388,Alexander07,0.005727629583213078
544,Greter15,0.005725261691512428
2695,gregflyer,0.005723987191291743
3174,12345,0.0057175240648427265
2946,Anutik,0.005710737185678992
181,Ruthalex,0.005706239301662545
923,otnyel135,0.0057013818127672556
2580,Rosario_castillo,0.0056945541054770335
454,sonic440,0.005691238075913863
906,Lost147,0.005691238075913863
1611,CotaGringo,0.005687191246931414
141,Carlos825,0.0056651031761869725
3148,Nicol27ja,0.005654272271903863
2317,jrh,0.0056464452717384615
2784,joep23,0.005634820503973878
1865,mike062354,0.005632476156428079
2475,Gary1066,0.005632476156428079
2034,iang,0.005628592841777686
1431,YamilCruz,0.005626540399794839
3227,Veronicaborja77,0.005623622727367726
1434,dani1990,0.005598182287370131
1862,carmenq2,0.005596831018110125
3328,Hispano59,0.005568690411399914
3113,vmir,0.005568690411399914
3335,racer4life,0.005568690411399914
2204,Alessagf,0.0055661675270470305
187,Verena,0.0055646727038889355
2427,marthae,0.005560843330669235
2347,Alrak,0.005560843330669235
2514,tracyrose69,0.005560843330669235
2552,Ivy,0.005560843330669235
2337,Krystal66,0.005560843330669235
886,Dragongod1973,0.005554772382534546
796,Lermskie,0.0055525745561183955
3319,SIERVA2015,0.005545872727007576
2582,Darrenb154,0.005540284708548121
2866,Angelique,0.005534043514686665
2964,Bernardo,0.0055153548463762235
1142,Gryphon,0.0055098557740454095
1521,Andrejs,0.005504424317881135
3033,luiscs,0.005499724909483908
3180,HUZZUH,0.005499724909483908
2899,jtam55,0.005491389159130123
1138,Peanuts,0.005491389159130123
2901,Elsa,0.005491389159130123
2651,rocio2016,0.005491389159130123
2261,rebecal,0.005486523974174842
1556,alfonsocr,0.00547629294730206
1151,Krateros,0.00547629294730206
2572,lucybarrios,0.005470727387836049
786,Xavier1266,0.005462826741173865
2024,curtisj,0.005446596611767124
2861,Finn,0.005446596611767124
2025,NICE1961,0.005446596611767124
955,Chqa36,0.00544553807423749
1400,PepeGONG,0.005429108834363141
1444,Babu512,0.005429108834363141
2251,danig,0.005417805627488123
2245,klaus110,0.005417805627488123
2250,Krackberri,0.005417805627488123
2723,Murdoch59,0.005387180733521909
595,BRIANDA,0.005386273978542345
3016,Collins56,0.0053850777363129085
1448,eduardoe2345,0.0053618855228380535
2494,Anabantha,0.00536034002610654
2870,marfil688,0.0053527951423822445
2934,chilli4422,0.005345886764162831
3044,Serge17,0.005345886764162831
