,username,normalized_trust_score
3090,alicia2015,0.0022300004447877372
1094,seniee,0.002220232073786074
3058,20234sae,0.0022113093245436843
2297,David30,0.0022106692348534776
2193,Dragos1980,0.0022106692348534776
2462,bequi,0.0022106361317591004
1769,Francisco36,0.0022098773669969665
2887,gigzterjhun,0.0022061051569729055
2886,Mexicano,0.0022061051569729055
3037,juand23,0.002179820780359517
119,Yela,0.0021701309008397966
2560,wileya,0.0021648651295677127
2559,robertb23,0.0021648651295677127
3045,pedritin,0.002163534602470437
3260,yisel,0.002156678400488722
1923,calzadod,0.00214533513856789
2359,ana84mecid,0.0021443083986955303
2825,Presidentoftheclub,0.002129072160568815
2448,luza,0.002128922060149094
2953,ankwanna520,0.002121851136068835
1000,dewanie,0.0021141479738076194
926,pili73,0.002105377376474007
3312,fer76,0.0021007328851598544
1095,BiancaVzla,0.002095812456612234
1197,Chris1974,0.002095812456612234
748,Annier,0.002095812456612234
1320,EvgeniyaRADA,0.002095812456612234
3054,Mizsharon,0.0020920835267515445
240,Janeth1,0.0020844962955964812
730,mariac23456,0.0020611981523339534
1668,BillyD1955,0.002050959922740046
3203,Maile,0.00204533709315504
3376,andreajaz,0.00204533709315504
3381,thara,0.00204533709315504
3359,AngelFire,0.00204533709315504
3356,CarolinaCastella,0.00204533709315504
1184,ligsi,0.002032935589066307
1055,Leidy_20,0.002032935589066307
1115,Janeth94,0.002032935589066307
879,Celestecereza,0.002032935589066307
1245,Claracartagena,0.002032935589066307
1128,lina02122014,0.002032935589066307
1241,nich,0.002032935589066307
1239,Mariacr,0.002032935589066307
1237,Rosee,0.002032935589066307
390,Dianna93,0.002032935589066307
389,Paulagabiamc,0.002032935589066307
1236,Karina13,0.002032935589066307
387,Danirubioson,0.002032935589066307
859,Elenasss,0.002032935589066307
780,Julianae,0.002032935589066307
1185,Janne_mae,0.002032935589066307
1180,Fairy,0.002032935589066307
1108,pahola26,0.002032935589066307
990,gglinton,0.002030025613995254
2835,Berthasara,0.0020279345334456595
3108,baothanh,0.0020261380933057076
3114,richelle0714,0.0020261380933057076
1792,DIJE,0.002015304020908702
1627,micantewaste59,0.002011710532950992
1634,someoneforreal,0.002011710532950992
1632,Daiseydoodle1,0.002011710532950992
958,Lamia,0.001990846970493355
3053,ASMEDHIDALGO,0.001981916493633812
2962,xxxkp,0.001981916493633812
3060,sidarta,0.001981916493633812
2963,Sanseglad,0.001981916493633812
2961,decarls,0.001981916493633812
3057,Dave29,0.001981916493633812
2959,SheComesFirst,0.001981916493633812
2398,Luis14,0.0019699094451463765
2820,ROKO1970,0.0019693101581418153
949,shemp,0.0019693101581418153
351,lidertuxx,0.001963561986884816
352,admacias,0.001963561986884816
354,sdda22,0.001963561986884816
835,Carloncho,0.001958520215656639
1502,Anaumana,0.001955546879036331
1503,nicalinda,0.001955546879036331
2684,steved23,0.0019481123836371627
698,seb,0.0019458537478678538
1832,susanap,0.0019420973892847033
1032,Leo_86,0.0019415328546086364
150,RodrigoCayoO,0.0019415328546086364
2543,Jose1234mercado,0.0019379626487049434
509,Juangamez7004,0.0019250436853192054
921,Meison159,0.0019238207808150078
917,josem24,0.0019238207808150078
919,Viol452,0.0019238207808150078
3378,yesy,0.0019167610183189923
2978,yarli,0.0019167610183189923
1925,Yane,0.0018913541069603048
2863,juanchocr_12,0.0018862831839421682
383,Jricoescobar,0.0018856822332700075
385,LeeroyRoxarMatt,0.0018856822332700075
337,Leonelrueda,0.0018856822332700075
2330,iampirata,0.0018835399974834524
2842,johanr2,0.001883227349444218
2843,rodriguezf,0.001883227349444218
2156,Empathy,0.0018708947614057313
2168,MAYEL,0.0018708947614057313
2798,raque15,0.001870429912959431
733,Magi,0.001866319309431732
1023,Catj79109,0.001863561889206606
1024,Maujack,0.001863561889206606
1028,JohanJS,0.001863561889206606
1022,jaggernaught,0.001863561889206606
1021,SameerGk,0.001863561889206606
998,Bryan2604,0.001863561889206606
467,cris83,0.001853474060990345
2988,KAAravindakshan,0.0018532292776330269
3111,donovan78,0.0018532292776330269
3273,kari25275,0.001838487332583568
2997,marina22234,0.0018325967572472707
228,jD0529GALEA,0.0018301891245697025
3324,einer,0.001823367766316427
2848,Julian_Clavijo,0.0018225509461961698
2805,armandopalacios,0.0018225509461961698
2847,zema,0.0018225509461961698
65,jfchandler,0.0018218746805886597
1252,Lobita,0.001814518970577196
1567,Rahman,0.0018098417558250863
1566,307Bruce,0.0018098417558250863
1564,Regu,0.0018098417558250863
1563,gavinb,0.0018098417558250863
878,AnakronymInane,0.001793449734271622
1057,alicey,0.0017923967871499005
1056,kittymonable,0.0017923967871499005
1195,Dannasaan,0.0017923967871499005
2561,carolinam23,0.0017923967871499005
2730,michellet,0.0017923967871499005
1059,mayraa,0.0017923967871499005
1058,yess,0.0017923967871499005
1223,jade77,0.0017923967871499005
2274,teffy5000,0.0017923967871499005
2718,Jeannieantezana,0.0017923967871499005
2921,candele,0.0017921111130180455
3009,Weeper,0.0017921111130180455
2442,alexandram2,0.0017857633045149468
2731,AbigailM,0.0017857633045149468
1893,jhordys,0.0017851058622603926
143,Luna1312,0.0017842116002389048
229,Jayumar,0.0017842116002389048
526,lalbeR,0.0017795389609819318
524,spossob,0.0017795389609819318
779,YISSEL,0.0017789172487458682
2958,erikb,0.0017764972640859935
758,Rouses93,0.0017762165642411809
1914,Petermanc,0.0017706054252469147
2192,saberite,0.0017706054252469147
1482,LoveForMe2018,0.0017706054252469147
1483,muzzy59,0.0017706054252469147
3173,chris593,0.0017398119986214687
1049,AndresRa57,0.001736775760055525
2880,Eliana,0.0017226502691748266
2419,Kasthuriperera,0.0017217849999223039
2420,Falconzee,0.0017217849999223039
924,Danielaguarin,0.0017162512865141557
14,LAURA84,0.001708076990134294
16,julilia2,0.001708076990134294
12,Josefina2019,0.001708076990134294
15,Misti23,0.001708076990134294
13,Clermoleiro,0.001708076990134294
1825,bela1526,0.0016893604742197765
1867,susand,0.0016742483939861676
1866,maryprada,0.0016742483939861676
2474,cherylc,0.0016742483939861676
2791,Freeatlast2016,0.0016742483939861676
1338,Khriz,0.0016716834747354538
2937,user_30820,0.0016622773826215492
2966,brinnm,0.0016460251462972998
3102,Zingers101,0.0016177925000572704
1553,academico2016,0.0016135857141652745
1554,jhonf,0.0016135857141652745
1552,zoobaby,0.0016135857141652745
2769,franciae,0.0016102488675490442
2722,chilaca,0.0016102488675490442
2630,leyterhsp,0.0016013481928294877
2926,Sandeep,0.0016013481928294877
594,trun10tion,0.0015967114756495157
2712,frederickm,0.0015967114756495157
2713,SPC0211,0.0015967114756495157
2714,Edison1175,0.0015967114756495157
2715,cgrant45,0.0015967114756495157
1306,MAKCAL,0.0015897450064716453
885,AndyC15,0.0015801540797683623
2785,Rubens367,0.0015677839278160116
1081,JorgeDaniel2020,0.0015674812324786766
1030,chriskirito,0.0015674812324786766
355,Pablo92,0.0015674812324786766
1363,Sami0099,0.001553079466043463
1262,Denroch,0.001553079466043463
1367,awni,0.001553079466043463
3318,Fayegirl,0.0015505490379373369
3323,Jo6974,0.0015505490379373369
3316,Dali1234,0.0015427134309757243
220,barb951,0.0015410724267467312
223,Stanislava,0.0015410724267467312
72,2205942905,0.0015298959352271014
2511,Areliapalacio,0.0015253814565981314
2706,Sassygirl66,0.0015253814565981314
2704,augalor,0.0015253814565981314
2703,angelus666,0.0015253814565981314
2689,elih,0.0015253814565981314
948,Chikotemido38,0.0015233299943585785
897,Karyna,0.0015087250157799915
1312,AnnaAny,0.0014888610875498798
713,Laurence2501,0.0014888610875498798
719,CESARST,0.0014765291926297766
894,Rv11,0.0014705224189845358
3190,Reilly06241,0.0014667773514474968
612,Palomarenee,0.0014261740916418062
68,Ramon1977,0.001424296153475054
1809,antoniod2,0.0014205836438699808
2844,timw23,0.0014205836438699808
2302,SimonJG1967,0.0014205836438699808
116,VikaLysenk0,0.0014191574297635157
2776,Roshton,0.0014109113199729491
3004,yvong,0.0014068932385107717
3006,leonardoc23,0.0014068932385107717
420,ernesto2019,0.0014051194267267354
2994,possia,0.0014025946982664252
2110,mariam777,0.0013980215418578348
744,Raob,0.0013794904614144155
2263,Tyavuz,0.0013788654994376754
616,Pao36,0.0013788654994376754
2060,mayra27,0.0013788654994376754
1789,marthicarus,0.0013788654994376754
3081,ibd,0.0013788654994376754
1035,Angelik,0.0013788654994376754
1615,Vinsent58,0.0013788654994376754
985,Socorro17,0.0013788654994376754
1972,angelicar,0.0013788654994376754
581,Adrianmorry,0.0013788654994376754
1316,Halid,0.0013788654994376754
1339,Josmar,0.001374170030581147
2716,kevinv,0.0013634220685970083
668,Paige25,0.0013597744741016993
2976,decemier,0.0013592845283094707
658,melissa42,0.0013547393924732652
740,Salo83,0.0013547393924732652
3002,miam,0.0013456509330114167
2064,angelicas2,0.0013403473603729704
2980,handyman,0.0013147857768386288
3079,Yariela,0.0013098573632056144
2652,andreaa,0.0013098573632056144
3078,JeannieL,0.0013098573632056144
943,Akronyum,0.0013009929660201811
3193,adorada1968,0.0012923085519709282
1512,ll0stryker0ll,0.0012910006368811637
358,LAUGZZ,0.0012696298244595928
359,Anlg,0.0012696298244595928
823,IrinaIrina,0.0012645939275374727
3096,Guzzler,0.0012440944991526544
3366,AZGAL70,0.0012424682844774891
1936,kasen1971,0.0012254429449803264
2310,clistern,0.0012188398731250681
2311,lounise,0.0012188398731250681
2203,Orange,0.0012188398731250681
2515,adamg,0.0012131938516596861
2744,Diego32,0.0012131938516596861
2568,Margarita1511,0.0012113127985817883
1673,javierortiz23,0.0011873729751826125
2883,carolinag2,0.0011829066649533945
2878,elisabetr,0.0011829066649533945
510,Posh,0.0011237441761669826
149,Irvin1980,0.001109710168437062
1638,Javierlopez,0.001061368610878422
1647,sebas_1759,0.001061368610878422
3070,wigirl,0.0010554257586982002
3069,Karinasuzel,0.0010554257586982002
3071,Marie_83,0.0010554257586982002
3013,kathlynprisco,0.0010373816740254587
2991,lorrainep,0.0010373816740254587
2063,Steve1489,0.0010341491254680295
212,IsmaN,0.0010341491254680295
3202,Josmaly,0.0010341491254680295
1009,Nedim28,0.0010341491254680295
2363,rujira,0.0010232677562729085
2361,leebuckwild,0.0010232677562729085
3059,Sadot,0.0010050566759545539
86,Lygthzan,0.000977455231355998
85,Matt0icu812,0.000977455231355998
2967,Pepper,0.0009739952283293591
2965,delimitation,0.0009739952283293591
1001,Frankiko87,0.0009234471233887085
2783,giovaniz,0.0009207707871020502
2786,DevilDog,0.0009207707871020502
1442,electrictom,0.000919243666291784
1898,Aksanetta,0.000919243666291784
2710,forgottenone,0.000919243666291784
2748,Eva_S,0.000919243666291784
2459,jhonas89,0.000919243666291784
1577,walter2708,0.000919243666291784
1835,desiree,0.000919243666291784
1090,gerrie,0.000919243666291784
3195,AlCruz7,0.000919243666291784
2624,trevr,0.000919243666291784
2724,SUSANA7,0.000919243666291784
2380,I_am_margarete,0.000919243666291784
2876,georgew,0.000919243666291784
1504,TatianaSava,0.000919243666291784
3008,roimel,0.000919243666291784
2513,Shimmi13,0.000919243666291784
2190,MYRTHSB,0.000919243666291784
92,Janata,0.000919243666291784
262,M4rk2000,0.000919243666291784
1401,Bani,0.000919243666291784
1981,Davidmore01,0.000919243666291784
2817,Empsr,0.000919243666291784
2822,Meri,0.000919243666291784
655,Sarah1,0.000919243666291784
944,pert,0.000919243666291784
1463,Daniellabautista,0.000919243666291784
2089,Sully127,0.000919243666291784
1450,Simplementepaolo,0.000919243666291784
1327,ChrisSmiley51,0.000919243666291784
1437,joselo88,0.000919243666291784
1282,maria1960,0.000919243666291784
1733,ZERETH,0.000919243666291784
2349,Oksi,0.000919243666291784
2677,Angy1611,0.000919243666291784
2338,moisesjared,0.000919243666291784
2325,brayan24,0.000919243666291784
2910,veganvm,0.000919243666291784
511,Ada2000,0.0008439070548845684
2569,Jamalu,0.0008325992282605627
2571,Morenita19,0.0008325992282605627
2567,Danny984,0.0008325992282605627
3077,emilioa,0.0008165572668377799
3076,Joset99,0.0008165572668377799
3330,Anilu,0.000770128141372664
272,JUST1GIRL,0.0007587600545731087
270,Roxy,0.0007587600545731087
2858,jimcooper73,0.0007521197300545921
2857,steven294066,0.0007521197300545921
2851,Dl,0.0007152465289332445
3049,vanne5081,0.0007146266312471147
1740,EM75,0.0006894327497188385
1894,marav,0.0006894327497188385
2905,alexanderm2,0.0006519557475656121
2916,Calidrew39,0.0006519557475656121
2882,MIRK,0.0006519557475656121
2884,jhonmilton,0.0006519557475656121
2109,frankb,0.0006288449542939103
2542,itzel,0.0006245464980586342
1859,AnnaKate,0.0006128291108656488
1858,lopezf,0.0006128291108656488
3314,merycastillo,0.0006128291108656488
2247,KathySalinas,0.0006128291108656488
2248,w0rkoutartist,0.0006128291108656488
3259,179ekc,0.0006128291108656488
1495,capricornio_g,0.0006128291108656488
1826,Caled,0.0006128291108656488
1416,sinisa,0.0006128291108656488
1645,GARY55PAUL,0.0006128291108656488
1827,Maly3,0.0006128291108656488
1418,LENZ,0.0006128291108656488
1644,Dopibe,0.0006128291108656488
1497,jaimep2,0.0006128291108656488
148,Alibonita,0.00046846219374395605
3048,Brayan86,0.00045990789776984817
329,Oscar1967,0.0004596218343322559
3224,user_16188,0.0004596218343322559
2058,maria011,0.0004596218343322559
1011,Becky94,0.0004596218343322559
3244,user_11082,0.000459621833145892
3284,Silly9Rabbit42,0.000459621833145892
3285,onceAblonde2015,0.000459621833145892
3138,SNEG,0.000459621833145892
3286,frank1212,0.000459621833145892
3106,Bonnie628,0.000459621833145892
3308,alejandro12345,0.000459621833145892
3056,1492,0.000459621833145892
3055,Paolacasallas,0.000459621833145892
2987,Rosag72,0.000459621833145892
3158,austinlove15,0.000459621833145892
3369,lance1391,0.000459621833145892
3309,Georgiaprincess1,0.000459621833145892
41,xmale321,0.000459621833145892
3231,jose_talavera12,0.000459621833145892
3243,analorena,0.000459621833145892
3117,Manuel11,0.000459621833145892
3062,lendri,0.000459621833145892
3305,Fernandocontreras,0.000459621833145892
3085,josemach,0.000459621833145892
130,Milena555,0.000459621833145892
129,smgamer240,0.000459621833145892
3073,Templario17,0.000459621833145892
3354,wardog12b,0.000459621833145892
124,Loverboy1,0.000459621833145892
3072,lula,0.000459621833145892
3374,Niansalazar,0.000459621833145892
2872,yossyc,0.000459621833145892
3129,Maria800816,0.000459621833145892
3063,dorian12,0.000459621833145892
3373,levy35,0.000459621833145892
3130,hillbillycat1970,0.000459621833145892
3283,daniela456,0.000459621833145892
40,Naz_1,0.000459621833145892
123,gail05,0.000459621833145892
3230,MarielHerrera,0.000459621833145892
3116,Aga,0.000459621833145892
3086,Lupisol14,0.000459621833145892
3306,carla22,0.000459621833145892
3137,Scarlett,0.000459621833145892
3336,AubbieKin2015,0.000459621833145892
3159,dianaj,0.000459621833145892
2938,beautifulnbrunswick53,0.000459621833145892
3192,Dahana,0.000459621833145892
2891,terryr2,0.000459621833145892
2892,liliana1419,0.000459621833145892
2893,Carrillo13,0.000459621833145892
2894,alfredalysg,0.000459621833145892
2939,Nancy49,0.000459621833145892
3270,IgnacioChile,0.000459621833145892
3322,Ihaveonetoo,0.000459621833145892
2897,GusUK,0.000459621833145892
2898,ELO,0.000459621833145892
2940,Karenbaez,0.000459621833145892
3249,bronzed1,0.000459621833145892
3269,anichka1996,0.000459621833145892
3263,TrulySweetheart,0.000459621833145892
3199,user_17169,0.000459621833145892
3200,maryyulgenis,0.000459621833145892
3105,daddybean,0.000459621833145892
2941,j68,0.000459621833145892
3262,RockinCountryGurl70,0.000459621833145892
3341,florangel,0.000459621833145892
3337,RichG1972,0.000459621833145892
3257,uramirez,0.000459621833145892
82,kingsaturn,0.000459621833145892
3011,HiamD,0.000459621833145892
3010,alberto770,0.000459621833145892
3256,sucava,0.000459621833145892
3250,Hotforu,0.000459621833145892
3191,truesct,0.000459621833145892
3360,mujermedieval,0.000459621833145892
3368,violeta,0.000459621833145892
3361,Andy,0.000459621833145892
2986,Leonardo74,0.000459621833145892
3280,jenng11,0.000459621833145892
2873,Mckquen,0.000459621833145892
3047,user_23554,0.000459621833145892
3046,Caroline,0.000459621833145892
3245,Marinka,0.000459621833145892
3043,yeil,0.000459621833145892
3042,Miguel24,0.000459621833145892
3246,nicklas86,0.000459621833145892
3276,GabyL,0.000459621833145892
3275,DiegoUruguay,0.000459621833145892
3365,Vicky143,0.000459621833145892
3364,CisneMJ,0.000459621833145892
3355,melanie02,0.000459621833145892
3177,sweety,0.000459621833145892
3178,akoranbronx23,0.000459621833145892
3032,davidj2,0.000459621833145892
3247,Tamarroe,0.000459621833145892
3031,jenifera,0.000459621833145892
3029,vardo_art,0.000459621833145892
3028,dolymarch,0.000459621833145892
83,Conejo,0.000459621833145892
3185,michaelb2,0.000459621833145892
3186,latina27,0.000459621833145892
3342,paulh,0.000459621833145892
3321,Angelb500,0.000459621833145892
3248,67pinkice,0.000459621833145892
3279,crullo302,0.000459621833145892
1144,M4rgo,0.000459621833145892
2853,marisolv,0.000459621833145892
1871,jonathanm2,0.000459621833145892
725,maisara82,0.000459621833145892
1877,Natedog014,0.000459621833145892
1878,crystals,0.000459621833145892
721,MrGentle,0.000459621833145892
1888,Nabir,0.000459621833145892
1889,bellaa,0.000459621833145892
720,CarolinaRimc,0.000459621833145892
1896,Spaz003,0.000459621833145892
1897,nattha,0.000459621833145892
1901,Mmeliza,0.000459621833145892
1902,correogsk,0.000459621833145892
1910,antonio_alv88,0.000459621833145892
1911,Mada1280,0.000459621833145892
1912,Enrikito,0.000459621833145892
1913,jessicar23,0.000459621833145892
1928,kunwei,0.000459621833145892
1929,Alfika,0.000459621833145892
703,Montalvanlopez,0.000459621833145892
702,Eeliecer,0.000459621833145892
701,Adrianzi,0.000459621833145892
700,Aliajay74,0.000459621833145892
1940,pinkwoman,0.000459621833145892
1941,jovanny0102,0.000459621833145892
726,Maryan36,0.000459621833145892
1870,alezandram,0.000459621833145892
1945,carlos8,0.000459621833145892
1854,Mercy24,0.000459621833145892
871,MONIDENISSE,0.000459621833145892
861,Indi,0.000459621833145892
860,jhois,0.000459621833145892
844,khaleda,0.000459621833145892
843,Mairim,0.000459621833145892
1731,Luandy,0.000459621833145892
1732,olyak,0.000459621833145892
1741,Krtip1965,0.000459621833145892
1750,DianaMaria0310,0.000459621833145892
1751,carlos88,0.000459621833145892
822,eleri,0.000459621833145892
821,raulmorones,0.000459621833145892
1783,WLola,0.000459621833145892
1784,Armando1234,0.000459621833145892
1790,Mariam27,0.000459621833145892
1791,angelolawer2000,0.000459621833145892
757,8Tati8,0.000459621833145892
756,Haurelio,0.000459621833145892
1836,ELSIEGRACE246,0.000459621833145892
1837,johnc23,0.000459621833145892
1851,Rene1970,0.000459621833145892
1852,ileanar,0.000459621833145892
1853,giacomoe,0.000459621833145892
1944,carolinad,0.000459621833145892
1956,VladanV,0.000459621833145892
2133,Renzo2512,0.000459621833145892
639,anapatricia,0.000459621833145892
636,Kriss229,0.000459621833145892
2077,Maytesita,0.000459621833145892
2078,scotts234,0.000459621833145892
626,Bj976,0.000459621833145892
625,Samanth,0.000459621833145892
620,mariaamartinez,0.000459621833145892
2086,fuatk,0.000459621833145892
2087,Thasa01,0.000459621833145892
619,CVFerdinand,0.000459621833145892
618,zorro48,0.000459621833145892
617,sophia13,0.000459621833145892
2096,ricardom234567,0.000459621833145892
2097,Mandiis,0.000459621833145892
2102,joseb,0.000459621833145892
2103,liesto,0.000459621833145892
2104,Ale49,0.000459621833145892
2105,wrcm48,0.000459621833145892
2112,nancyflores1278,0.000459621833145892
2113,walterg234,0.000459621833145892
2118,nikola339,0.000459621833145892
2119,Millana87,0.000459621833145892
2122,anaisd,0.000459621833145892
2123,RamonA23,0.000459621833145892
637,adolfom,0.000459621833145892
640,Berkshire1099,0.000459621833145892
1957,Entie,0.000459621833145892
645,July89,0.000459621833145892
692,Nat_15,0.000459621833145892
691,anwarboy,0.000459621833145892
1983,draganag,0.000459621833145892
1984,writerdad,0.000459621833145892
688,Salo_2824,0.000459621833145892
687,Josetorrez45,0.000459621833145892
1996,Luigi1980,0.000459621833145892
1997,Alav,0.000459621833145892
2008,Eugenia777,0.000459621833145892
2009,yohanf,0.000459621833145892
2015,libs,0.000459621833145892
2016,macarenon,0.000459621833145892
2017,Quignard,0.000459621833145892
2018,Elisavelez,0.000459621833145892
2020,monicamoll,0.000459621833145892
2021,Tommy765,0.000459621833145892
2028,Luis_Mestre,0.000459621833145892
2029,chingc,0.000459621833145892
2030,dwaynem2,0.000459621833145892
2852,deraj,0.000459621833145892
2044,Giamia,0.000459621833145892
2045,hectorn,0.000459621833145892
646,Antonio1988,0.000459621833145892
872,69andresja,0.000459621833145892
1688,Salazar,0.000459621833145892
1687,Cookie1900,0.000459621833145892
1250,anamile,0.000459621833145892
1264,caquehl2,0.000459621833145892
1278,Vlad53,0.000459621833145892
1279,zulaya,0.000459621833145892
1294,Geraldine12,0.000459621833145892
1295,Alexander2019,0.000459621833145892
1048,knightjester,0.000459621833145892
1047,dammypoo,0.000459621833145892
1307,crisstti,0.000459621833145892
1308,Tatiana00,0.000459621833145892
1046,Ammysha,0.000459621833145892
1045,Markyusain87,0.000459621833145892
1044,Misaelro,0.000459621833145892
1043,Rubi24,0.000459621833145892
1040,charlyribes95,0.000459621833145892
1039,Jacqueline1905,0.000459621833145892
1342,GilmerLozano,0.000459621833145892
1343,Julia002,0.000459621833145892
1034,Ramses76,0.000459621833145892
1033,Yasly,0.000459621833145892
1020,Kevster94,0.000459621833145892
1019,Alepeace,0.000459621833145892
1384,Dannyestrad10,0.000459621833145892
1385,martinezlucia,0.000459621833145892
1263,caquehl,0.000459621833145892
1249,warrioroffaith,0.000459621833145892
1671,Jasiadeza,0.000459621833145892
1235,MARIBEL029,0.000459621833145892
1140,Firstlove,0.000459621833145892
1139,vicenteebee,0.000459621833145892
1136,Anlu,0.000459621833145892
1161,Beatriz9801,0.000459621833145892
1162,Misael93,0.000459621833145892
1135,Warapo,0.000459621833145892
1132,CraigH,0.000459621833145892
1167,INE,0.000459621833145892
1168,Florian83,0.000459621833145892
1131,Luna22,0.000459621833145892
1175,Paulycat14,0.000459621833145892
1176,Krajjy,0.000459621833145892
1181,sinbad20,0.000459621833145892
1182,Dawn2Earth,0.000459621833145892
1111,Patricia2011,0.000459621833145892
1110,Jman33,0.000459621833145892
1107,samydulce,0.000459621833145892
1209,Antonie,0.000459621833145892
1210,Chev427,0.000459621833145892
1106,Leocalle,0.000459621833145892
1099,Vale1129,0.000459621833145892
1098,Patty27,0.000459621833145892
1234,Dimi80,0.000459621833145892
997,Kafa,0.000459621833145892
996,Pinedafer,0.000459621833145892
1395,Jaime7,0.000459621833145892
1396,Shivani02,0.000459621833145892
1537,jodblnde,0.000459621833145892
1538,buckey,0.000459621833145892
1573,PaulArthur,0.000459621833145892
1574,Teddybare1010,0.000459621833145892
1598,william4you,0.000459621833145892
1599,llyned,0.000459621833145892
1600,sweethoney,0.000459621833145892
1601,josel16,0.000459621833145892
896,Feya,0.000459621833145892
895,Gatm,0.000459621833145892
892,Issa05,0.000459621833145892
891,Jamws,0.000459621833145892
890,Chars,0.000459621833145892
889,EdithPiaf,0.000459621833145892
1629,HE18,0.000459621833145892
1630,rikah23,0.000459621833145892
1636,Dialy,0.000459621833145892
1637,valhala91,0.000459621833145892
1659,FloridaStrong,0.000459621833145892
1660,16068562,0.000459621833145892
877,Elportugues,0.000459621833145892
876,Dionella92,0.000459621833145892
1670,AlexJimenez1986,0.000459621833145892
930,karelfacinf,0.000459621833145892
931,Claudia22222,0.000459621833145892
1526,dni1993,0.000459621833145892
952,Kalid,0.000459621833145892
1398,Alexandra_2019,0.000459621833145892
1399,FredAlvMac,0.000459621833145892
1404,Chazzy,0.000459621833145892
1405,clumsy,0.000459621833145892
1414,Wasana,0.000459621833145892
1415,juanjo00,0.000459621833145892
975,examiner,0.000459621833145892
974,Olgui,0.000459621833145892
1469,Clau2803,0.000459621833145892
1470,Yonmaximo,0.000459621833145892
951,Apple688,0.000459621833145892
1525,Anaat,0.000459621833145892
941,Lacfenix90,0.000459621833145892
1498,jeandeyly,0.000459621833145892
1499,josh139,0.000459621833145892
940,Loxther,0.000459621833145892
1507,Johnwarric,0.000459621833145892
1508,Liz0004,0.000459621833145892
1513,rumalda,0.000459621833145892
1514,Purp,0.000459621833145892
1518,NIX,0.000459621833145892
1519,PaolaLeon,0.000459621833145892
2132,almira8,0.000459621833145892
2031,Mimy,0.000459621833145892
2134,Linde,0.000459621833145892
2612,roir,0.000459621833145892
2562,Zeebugman,0.000459621833145892
2563,bettyw,0.000459621833145892
2574,neriejane,0.000459621833145892
2575,rasel86,0.000459621833145892
367,Yanayana8585,0.000459621833145892
366,lindoflow09,0.000459621833145892
2592,Coolrc69,0.000459621833145892
2593,casca,0.000459621833145892
2601,tonyr234,0.000459621833145892
2602,Chiquis,0.000459621833145892
2611,mae3005,0.000459621833145892
2627,elcheco1224,0.000459621833145892
2373,ivarg,0.000459621833145892
2628,Palma,0.000459621833145892
2638,Marialetovar,0.000459621833145892
2639,viccrosa72,0.000459621833145892
2641,oberto,0.000459621833145892
2642,Masiel,0.000459621833145892
2643,Gringo,0.000459621833145892
2644,mariav2345,0.000459621833145892
333,thomasj2,0.000459621833145892
2649,Raaj18,0.000459621833145892
2650,Joana87,0.000459621833145892
2654,SaraLoza,0.000459621833145892
2135,charlesa2,0.000459621833145892
2536,jesus964,0.000459621833145892
2535,margaritam2,0.000459621833145892
418,Regina435,0.000459621833145892
2376,gry190,0.000459621833145892
2377,Yenzlee,0.000459621833145892
472,Mar86,0.000459621833145892
471,Federico77,0.000459621833145892
470,Luisra1103,0.000459621833145892
2415,Koko,0.000459621833145892
2416,you,0.000459621833145892
469,tmj39,0.000459621833145892
2425,sodak4ever,0.000459621833145892
2426,amethyst55,0.000459621833145892
456,Canada2020,0.000459621833145892
455,Patricia3223,0.000459621833145892
2454,Darin1969,0.000459621833145892
2455,Koral77,0.000459621833145892
2464,Johay2,0.000459621833145892
2465,Carlosm44,0.000459621833145892
2478,jeka_sv,0.000459621833145892
2479,RocioBSB,0.000459621833145892
2496,Delft,0.000459621833145892
2497,yelenas,0.000459621833145892
419,artur4cio4,0.000459621833145892
2503,Enchanted05,0.000459621833145892
2504,dalvinr,0.000459621833145892
2655,PhantomDiver,0.000459621833145892
332,Jhe,0.000459621833145892
2663,Sfjxc59,0.000459621833145892
2738,Paleke,0.000459621833145892
2740,gonzalezh,0.000459621833145892
2745,TallTom76,0.000459621833145892
2746,OldSoulYoungHeart,0.000459621833145892
2756,luijo27,0.000459621833145892
2757,Kattyta,0.000459621833145892
2759,lawrencep,0.000459621833145892
2760,marthacecilia,0.000459621833145892
2765,goodtymegal,0.000459621833145892
2766,skyway42,0.000459621833145892
2770,Mine,0.000459621833145892
2771,HoracioOctavio50,0.000459621833145892
2792,alvarod2,0.000459621833145892
2793,milagrosr2,0.000459621833145892
260,Maniela,0.000459621833145892
2801,PanchoLopez,0.000459621833145892
2802,kim,0.000459621833145892
259,Lint,0.000459621833145892
2809,Xenakis,0.000459621833145892
2810,Lupita73,0.000459621833145892
2845,pionerka,0.000459621833145892
2846,TBarlyn697,0.000459621833145892
2849,menym,0.000459621833145892
2850,Martin_,0.000459621833145892
2739,safwenayari486,0.000459621833145892
2737,Scammedbad2,0.000459621833145892
2664,capone56,0.000459621833145892
2735,frhesmore,0.000459621833145892
2667,Fenepe,0.000459621833145892
2668,Flori1975,0.000459621833145892
2670,Violetavio,0.000459621833145892
2671,arshaka,0.000459621833145892
2673,luzelena,0.000459621833145892
2674,marianoc,0.000459621833145892
2679,William75,0.000459621833145892
2680,stelita7,0.000459621833145892
2681,andreak,0.000459621833145892
2682,clara22,0.000459621833145892
2693,Amner,0.000459621833145892
