Experiment,Average PCC Score
55686,20403.52929106579
52264,20403.526745600677
53033,20403.525330993616
51085,20403.521149693115
52101,20403.520484739074
55466,20403.519576927512
52768,20403.51917981977
51159,20403.513549689123
54160,20403.51323558301
53921,20403.50980804321
53811,20403.50946272986
53677,20403.507623142577
52286,20403.50473486152
54062,20392.50547824971
54964,20367.504965103155
55184,20367.50029510518
53554,20367.472021867292
55988,20364.335317051755
56327,20364.307323942856
51516,20346.55075910593
53613,20331.27714005005
52073,20322.590853383223
55676,20292.33329509006
56209,20262.53600509056
51729,20188.581386977723
53800,20188.57356244262
53876,20187.220538355625
51880,20186.58279651207
55762,20147.277827515783
53997,20144.709132461776
52720,20144.696611185773
56824,20144.69498312783
54151,20144.69326246871
55852,20144.692292200223
53028,20144.684655817226
52705,20144.682909487805
56357,20144.682257230113
53579,20144.67714569068
52867,20144.676567752307
55705,20144.674326604956
51110,20144.670808929437
52825,20144.670377704613
53934,20144.668557627694
52996,20144.666324170517
51381,20144.6659026187
51774,20144.665835194817
51784,20144.66549743714
50941,20144.665205385638
53107,20144.664086108744
51875,20144.663718046453
52562,20144.660939727408
52260,20144.659643887408
51912,20144.6596017099
52490,20144.65823190334
54665,20144.65730062052
55861,20144.657109058993
54588,20144.6553966729
55863,20144.654536291757
55784,20144.654034862626
55076,20144.6535460134
53514,20144.65222285859
52014,20144.651707909543
56592,20144.651584096235
55708,20144.651323446702
54905,20144.650910930468
52796,20144.650772846504
54972,20144.649710641374
53310,20144.649025921008
52230,20144.64761096845
55698,20144.647255224056
55231,20144.646984773666
53396,20144.64657494236
55207,20144.646174390386
52311,20144.64606914705
56425,20144.644961921153
56588,20144.64490608161
51318,20144.644485847308
56456,20144.64437171216
56090,20144.644185819605
52602,20144.64335097414
54318,20144.643317656955
53407,20144.643077440942
52597,20144.642737202696
54716,20144.641858841
54795,20144.641655922416
54567,20144.641574259796
53355,20144.641539441775
55734,20144.641519219673
53778,20144.64114489279
56214,20144.641002198972
53476,20144.640776349093
52547,20144.64062302837
56870,20144.640539692584
56871,20144.640539692584
52247,20144.640232543396
56109,20144.640211165613
56546,20144.64004186933
56156,20144.63996253942
56532,20144.63971633464
56480,20144.639691519707
54386,20144.639447558733
56937,20144.63937337754
56938,20144.63937337754
56693,20144.63893885655
56120,20144.638665535287
55891,20144.638502119924
56723,20144.638439315175
51790,20144.638334861236
55316,20144.638198729917
56558,20144.638055188767
53463,20144.63778189946
56529,20144.637771940615
56686,20144.63773255683
56379,20144.637569834827
53298,20144.63739922806
54816,20144.63739055652
56513,20144.63722646798
55970,20144.637010082086
56795,20144.636694630797
55215,20144.636667850726
53245,20144.63627395278
52862,20144.635814117915
53008,20144.635674640635
51186,20144.63552493472
54655,20144.63540592232
54685,20144.63540592232
56250,20144.63523034574
56420,20144.635082812914
52332,20144.634575928605
53083,20144.6343513861
52105,20144.634054691316
56635,20144.633858734796
52338,20144.633851393282
52325,20144.633281859675
54706,20144.633263537697
51996,20144.633031979403
56544,20144.632819886177
53512,20144.632694905104
51929,20144.63219977459
54371,20144.63219977459
55351,20144.632198948046
54715,20144.63207265824
51204,20144.631939958967
53347,20144.63165230405
56464,20144.631468240324
55197,20144.631387098787
54807,20144.63138405931
56306,20144.63099088808
56415,20144.6308604867
52236,20144.630785575086
53385,20144.630659764895
52384,20144.630453850117
54274,20144.630440688394
55236,20144.630318423362
55916,20144.630133779185
54883,20144.62980745312
55889,20144.6298017919
56001,20144.62959771728
54594,20144.629590420278
51163,20144.62947257194
55904,20144.629270668265
56836,20144.629188988427
56837,20144.629188988427
54447,20144.629091209103
51971,20144.629037439445
56385,20144.628998823184
54230,20144.62888711743
52861,20144.628844533065
56204,20144.62881168414
53447,20144.628442301277
51402,20144.628408364326
56099,20144.628295385264
52886,20144.627950412396
51230,20144.627828718618
56840,20144.62780018032
56841,20144.62780018032
56296,20144.627721726796
54621,20144.627444406076
54630,20144.627444406076
56027,20144.62742763202
55928,20144.627386053875
56165,20144.627369647023
53424,20144.62734475546
56352,20144.62720790429
55835,20144.62720239577
56391,20144.62712180333
53309,20144.627103441417
51212,20144.62671456324
52527,20144.626695160077
50962,20144.62635930414
56046,20144.62628745586
55524,20144.6262411899
54480,20144.62609353772
52484,20144.62606519135
55733,20144.625842392903
54982,20144.625717180057
55840,20144.6255924314
51863,20144.625382827657
56132,20144.625258561067
52097,20144.625102950253
53847,20144.62480539826
56467,20144.624719491138
54733,20144.624434075995
54796,20144.624287397644
54374,20144.624245261028
56051,20144.62416780555
54468,20144.624117375308
53422,20144.6240736922
52361,20144.623955388633
55177,20144.623850889788
55613,20144.623839236257
50993,20144.62364575873
56520,20144.623459604096
52117,20144.62328928701
53495,20144.623140844134
53001,20144.623066475328
56263,20144.62303302245
54977,20144.622661348945
56830,20144.622531520778
56255,20144.622404723017
54569,20144.622076140753
54709,20144.621869308885
54998,20144.62165924452
54276,20144.621627256638
54147,20144.621619587248
53254,20144.621573455006
55476,20144.62153200222
51869,20144.621310421622
53011,20144.62053990866
51062,20144.620094428043
56628,20144.620014016098
54855,20144.619970102533
56560,20144.619857969556
55738,20144.61977118376
55730,20144.619752637274
55273,20144.619657387208
56553,20144.61949518053
56179,20144.619212952734
52043,20144.619162156745
51819,20144.619121447024
55246,20144.61900189281
52113,20144.618725889864
54392,20144.618684548484
56517,20144.618658443527
52967,20144.61850819247
54187,20144.618196561016
56614,20144.6181438322
56054,20144.618059451408
54593,20144.617944732872
56872,20144.61778711604
56873,20144.61778711604
52907,20144.617521402273
55713,20144.617519546504
55711,20144.617277237827
51321,20144.617250837844
56547,20144.617106184298
54935,20144.616834267206
52638,20144.61683281876
54332,20144.616759719018
56818,20144.61632906944
53230,20144.61566324457
56650,20144.61565174426
51655,20144.615497353203
52306,20144.615345446546
51783,20144.61514134946
54688,20144.61500070988
54174,20144.614996974684
54690,20144.614836511526
55343,20144.61470399463
55484,20144.6145423387
55104,20144.61439240921
55798,20144.61439240921
56469,20144.614264560885
54226,20144.613980313177
52707,20144.613970160797
52614,20144.613956470123
54539,20144.613696857312
53340,20144.61366310766
56271,20144.613573993985
54992,20144.61352710894
53181,20144.613230806215
51376,20144.61312244509
56010,20144.61273201793
54373,20144.612712634327
54813,20144.61264995997
55493,20144.61254117978
53345,20144.61236086249
56233,20144.612234432145
55496,20144.612223562563
54873,20144.61212909168
51672,20144.612123655654
55796,20144.61207212216
51009,20144.61182763948
56067,20144.611585823666
52485,20144.61149062794
55003,20144.611470300355
55719,20144.61128310211
53168,20144.611250682607
54586,20144.611179316133
55244,20144.61115675584
56607,20144.611118631878
54183,20144.61107970497
56212,20144.610775907968
56277,20144.610686573527
56112,20144.610653988388
56364,20144.610244278207
54403,20144.610242260307
55419,20144.61008215153
54194,20144.609956566488
52164,20144.609940828734
55127,20144.609920838808
51124,20144.609910463492
55876,20144.609833178496
56139,20144.60949887435
52159,20144.6091940476
51838,20144.609166667913
55774,20144.609013950616
54925,20144.608964063584
56336,20144.608864424416
55054,20144.60883947356
55966,20144.608606368
55152,20144.608603029723
51950,20144.608569529646
54895,20144.60853435058
54429,20144.60851081984
54260,20144.608455811114
54926,20144.608438746283
51500,20144.60833669593
56197,20144.60824135745
53118,20144.608156108276
52155,20144.60812307703
56641,20144.608084412637
52515,20144.6078427987
51063,20144.607651929316
51406,20144.60759392025
54304,20144.607579118845
52926,20144.607474330864
56034,20144.607467352434
51303,20144.607457347163
54239,20144.60745466115
56056,20144.607202614457
53626,20144.607142723624
54623,20144.607028324557
55413,20144.606953257316
56330,20144.606785481876
56251,20144.60675719694
53524,20144.606729926407
55330,20144.606697938936
51979,20144.606590040436
55707,20144.60652979771
56059,20144.60644397342
51512,20144.606411887587
54684,20144.606203732175
55015,20144.606022224507
52710,20144.606009451447
56163,20144.60592768353
54270,20144.605905740416
54470,20144.60588588369
52355,20144.605822864338
53343,20144.605578290753
52146,20144.605557390107
54736,20144.605329078102
55599,20144.60520300254
55394,20144.605185187564
52042,20144.604848498428
55332,20144.604796073403
54591,20144.604620909635
53326,20144.60448361942
54250,20144.604476431563
55452,20144.60445771668
56442,20144.604411850196
52454,20144.604349585446
56453,20144.60428033368
54618,20144.604277197628
54875,20144.604157992304
54363,20144.604123754198
56612,20144.603903904208
55980,20144.603871888412
55549,20144.603657155
54308,20144.60361708921
52196,20144.603549588173
51654,20144.603393557503
54712,20144.60331480127
51913,20144.603098776402
55689,20144.60307383047
52517,20144.603028405196
55124,20144.602876345907
53165,20144.602762340637
52771,20144.60260648134
51246,20144.602510708173
56569,20144.60250875874
56502,20144.602414153418
51829,20144.602343382016
56190,20144.60229350215
54258,20144.602240490818
56764,20144.60215505512
52172,20144.601999068273
52076,20144.601986944144
52019,20144.601980347026
53149,20144.601847994945
54145,20144.601068842363
56915,20144.600974724504
56916,20144.600974724504
51900,20144.600869283186
53209,20144.600828599225
51817,20144.600800202028
51811,20144.600636611067
55950,20144.600436631412
56253,20144.599938360592
54351,20144.59987285964
54272,20144.59962730159
56143,20144.599535746267
54815,20144.599391327825
51756,20144.599363390334
55739,20144.5992826096
52447,20144.599162477174
56846,20144.598821151583
56847,20144.598821151583
52133,20144.598769442357
52865,20144.598643436126
56136,20144.598633617403
54437,20144.598627393487
52475,20144.59856431921
56161,20144.598371387783
51853,20144.598312808717
54200,20144.59818423683
55660,20144.59817531036
56909,20144.598106164947
56910,20144.598106164947
54475,20144.59792989933
55417,20144.597833166034
56287,20144.597734618277
55920,20144.597535465884
52195,20144.597531645726
52345,20144.597521264866
55125,20144.597483887825
56354,20144.597463203445
53857,20144.59744926303
54368,20144.597404606156
52170,20144.59721504471
51018,20144.59706399625
51700,20144.59705231306
56351,20144.59687363815
56754,20144.596871355232
54878,20144.59684885983
53494,20144.596798849165
51689,20144.596669000362
55620,20144.596540217342
55760,20144.596479876807
54724,20144.59645166654
52206,20144.59640651605
56037,20144.596329903165
55365,20144.596286103486
52568,20144.59616747642
55664,20144.59599891538
54577,20144.59587949198
52585,20144.59547014291
51299,20144.594999973502
54413,20144.59469514124
55347,20144.5941043188
56292,20144.594062937726
52502,20144.594046319748
55808,20144.59382037339
52026,20144.593764278507
52483,20144.593584956958
56284,20144.592871148907
56765,20144.592811227663
54111,20144.592629547937
54208,20144.59257014449
53379,20144.59253397103
53746,20144.592497152444
54495,20144.592480972296
56923,20144.592332786066
56924,20144.592332786066
56897,20144.592259200388
56898,20144.592259200388
53207,20144.591839744455
53414,20144.591763110795
54552,20144.591691808084
52726,20144.591392509075
51991,20144.591168640538
55180,20144.5911403915
53484,20144.591075613604
54484,20144.590993356054
54197,20144.590981814577
56440,20144.59079107305
54164,20144.590739090978
55721,20144.590684409697
56756,20144.590610171443
56154,20144.59060573362
55105,20144.590477410944
55454,20144.58960058204
55674,20144.589466307338
54554,20144.589453618257
56042,20144.589260096753
52775,20144.588764360014
54240,20144.588763345375
54428,20144.58875789593
53035,20144.588679959073
54389,20144.588559555617
50943,20144.588482017112
51966,20144.588189054284
51564,20144.588149278945
53945,20144.587847334238
54943,20144.58783720716
54827,20144.58775744628
52703,20144.58765849598
52112,20144.587537153595
53076,20144.58727127159
55915,20144.58714297442
56609,20144.58711481541
55148,20144.58704649095
54944,20144.58671781206
55480,20144.586548023264
55681,20144.58587445571
52949,20144.585856842135
54232,20144.58552206701
56181,20144.585471300994
52480,20144.585370153298
55151,20144.58533987523
55864,20144.58529608894
54199,20144.5852136642
52687,20144.585050891714
53597,20144.584925126328
55845,20144.584563524753
54778,20144.584395396574
51997,20144.584337725806
53445,20144.584282003423
52798,20144.584279183244
52277,20144.584200491307
53819,20144.584140773335
52744,20144.584023218635
55570,20144.583883237487
55952,20144.583809784417
51968,20144.583702919863
51806,20144.583694795077
55802,20144.583679048283
51205,20144.583521179862
51201,20144.583427583468
53162,20144.583278319427
53453,20144.58304362698
52327,20144.582795256647
56492,20144.582646722698
56949,20144.582616770997
56950,20144.582616770997
56951,20144.582616770997
56952,20144.582616770997
55823,20144.582598612877
53377,20144.58239967525
55041,20144.58219070355
52248,20144.582155710727
54976,20144.581993866934
56941,20144.581757126936
56942,20144.581757126936
51441,20144.58172680544
55778,20144.581626876687
54907,20144.581591314174
56361,20144.581504346075
52282,20144.58138259882
54427,20144.58130344895
52237,20144.581089187523
50932,20144.581029877994
53133,20144.58075095672
53166,20144.58054174894
53957,20144.580479471
55610,20144.580460048513
55541,20144.5804448015
56533,20144.58043359114
54313,20144.58041184193
53733,20144.580303785046
55024,20144.580100221763
54756,20144.580066900697
56785,20144.579533478387
54385,20144.579183306858
56298,20144.57914617562
52392,20144.578732007012
52310,20144.578427076427
54075,20144.57834974389
56061,20144.578342798653
51019,20144.57820844389
56414,20144.57816425495
51544,20144.57792659826
52023,20144.577902706595
54512,20144.57785274603
53130,20144.577270731297
54091,20144.576961738392
52821,20144.57687119709
54653,20144.576704165844
56482,20144.57661661911
53773,20144.576493619246
51792,20144.576334745234
56497,20144.57596401398
51986,20144.575484599984
54834,20144.575363882464
52818,20144.57508208514
53264,20144.574859331136
52303,20144.574384099567
52096,20144.574160943448
51417,20144.57393825553
50988,20144.573840566147
55565,20144.57377909066
52593,20144.573659423455
53013,20144.57340344357
54396,20144.573380184407
54088,20144.573146584742
53868,20144.573133251175
52400,20144.572794541597
52401,20144.572794541597
56362,20144.57275209635
51074,20144.57274368262
54319,20144.572287043404
51867,20144.572181105843
51041,20144.57178853347
52666,20144.571765016317
55710,20144.57132009581
52156,20144.571302524735
51874,20144.570308485785
51427,20144.57023338523
51642,20144.570030986368
54942,20144.569884445777
52381,20144.568714819557
55512,20144.568150158106
54973,20144.567872440555
55341,20144.56767976136
55667,20144.56767976136
51548,20144.567626898854
52473,20144.567533556445
55485,20144.56734680738
52151,20144.567305087374
54278,20144.567230403074
52702,20144.567094817732
55649,20144.567031369425
51864,20144.566450856095
54436,20144.566407619848
54980,20144.566373043162
52200,20144.566257067658
56177,20144.56623813663
52417,20144.565855333356
51771,20144.565736339813
53262,20144.56570434436
53965,20144.56461723448
54109,20144.564255316473
52049,20144.563666469672
53922,20144.563414972123
52382,20144.563127470592
55764,20144.56272699481
51916,20144.56243986787
53522,20144.562360410826
54563,20144.56205332339
55964,20144.561676008183
51923,20144.561391987838
51226,20144.56114833711
52860,20144.559635080215
52920,20144.559635080215
51043,20144.55932845306
54340,20144.55898236586
56933,20144.558245449378
56934,20144.558245449378
55289,20144.558211198688
54431,20144.55814144481
54952,20144.556601401797
55267,20144.55644730555
51600,20144.556060846437
54923,20144.55445223218
55144,20144.55253437482
51072,20144.551005758673
52143,20144.55013244212
52842,20144.54962964105
51330,20144.549510128352
52212,20144.549461471302
53429,20144.549174582375
55844,20144.548671123986
56052,20144.548671123986
54639,20144.544134914533
53918,20144.54291982355
51198,20144.53998470947
51531,20144.53885922194
53944,20144.535877495615
55397,20144.531478132
54031,20142.590107577904
52226,20139.97319082891
51795,20130.770087553803
53250,20118.97165606639
53846,20113.606659943565
51770,20110.980611899686
53636,20110.938499181335
51636,20093.874862369597
52064,20093.793167964363
53395,20092.02474549
53421,20091.995258368996
53217,20091.992757509295
52391,20091.969950895458
54532,20091.949682417384
54375,20091.944498528293
54960,20082.698113880055
54178,20070.48336078699
53577,20069.92783277126
55780,20067.485530875907
51003,20059.626333214735
55984,20053.99589241175
54753,20053.959960484975
51040,20053.951905138154
51128,20022.085947944746
56925,20012.744387820472
56926,20012.744387820472
55308,20012.7048909498
52214,20012.700380817252
54303,20004.068604838292
53835,20004.05574653857
53853,20004.05574653857
52729,20004.05472491974
56064,20002.865598683136
52377,20002.8410876176
55637,20002.821010155145
54227,20002.82013284717
55737,20002.818300189752
56537,20002.8118566426
54465,20002.810539370894
54903,20002.809938906663
54620,20002.808023169364
52478,20002.807077898884
53605,20002.80427972039
55547,20002.801715152505
55583,20002.801698683983
54719,20002.800941878177
54632,20002.800780455014
52252,20002.799097559582
51122,20002.79820263544
54246,20002.796343124566
52102,20002.791617285366
55099,20002.790561260743
52408,20002.788295798808
54959,20002.787778841936
53446,20002.78661925952
52520,20002.784736286874
55019,20002.781990328636
55907,20002.77504629559
55671,20002.771197528466
54022,20002.768352236588
53666,20002.739402195184
56368,19974.11447501821
56166,19974.105690349326
55887,19974.10372902287
52833,19974.098842293744
55745,19974.096034766502
56555,19974.09583113903
55704,19974.092106625376
52507,19974.090953224724
54636,19974.087542048364
56594,19974.085939456163
54398,19974.083202724352
56500,19974.081048456028
53751,19974.07539004097
56528,19974.07172697386
55595,19974.068952397534
51526,19974.066304094853
55500,19974.063038277982
53968,19974.062577734258
55157,19974.059152013782
54648,19974.057679766684
53090,19974.057000681714
52960,19974.055714228714
52013,19974.055146489358
55096,19974.054593286623
56657,19974.054513784187
54966,19974.0543344351
54471,19974.054258052558
50947,19974.054130353077
55018,19974.053043752665
53667,19974.05011953535
55161,19974.050109617125
52782,19974.04973922433
55636,19974.048013896172
56487,19974.047961893895
56656,19974.047947033814
52577,19974.047926469506
54326,19974.047653013145
52677,19974.04622624132
54658,19974.046097815866
55141,19974.045009691177
54157,19974.04492649134
52489,19974.0434584567
51889,19974.042223392942
54713,19974.04096472286
56007,19974.040548562367
54358,19974.040249880774
52190,19974.039994465413
55940,19974.039146511164
56371,19974.038945602973
53069,19974.038894647067
51855,19974.038455408117
51910,19974.038455408117
54708,19974.036744486126
55885,19974.036155517675
56353,19974.035528695145
56419,19974.03535493706
51231,19974.034788616464
52912,19974.03358989409
56176,19974.033351280057
53951,19974.033119980177
50926,19974.032222805276
53648,19974.031494186893
52772,19974.03134963429
53144,19974.03134963429
54919,19974.029875854994
53009,19974.02853567984
56791,19974.02780167386
52213,19974.026762459947
53625,19974.02497001655
53366,19974.024956965055
51498,19974.022098719834
52951,19974.02203949935
53535,19974.017987133888
53858,19974.01786838877
54225,19974.01669448193
55058,19974.016482139734
52958,19974.014222637616
55850,19974.012231905355
55965,19974.011263615972
53624,19974.011023054067
51581,19974.0096572496
54207,19974.008719481637
52560,19974.007849267968
52084,19974.006784224635
51891,19974.00389447532
50981,19974.00164152049
53108,19974.00137843379
52769,19974.000005782604
55190,19973.998398460903
54505,19973.997068845332
53580,19973.99478374184
52428,19973.993252711072
55029,19967.812963447468
53519,19961.136737096498
52139,19959.696857622963
52436,19959.673747758545
56465,19959.664312211247
55305,19959.65842379986
55919,19959.651316971802
54019,19959.650580155292
56207,19959.64804033228
54804,19959.64591851974
54854,19959.645607488274
55033,19959.640567926574
53269,19959.639300247396
51688,19959.635512797417
54785,19959.619867115212
55374,19959.614860907524
52807,19959.599313203646
56624,19952.003538541794
55929,19952.003333839202
52103,19951.997988893894
55626,19951.98441818857
54367,19951.983413881055
53479,19951.979929149715
52922,19951.979649358203
55611,19951.978637466993
53902,19951.97530347095
54628,19951.973433248877
55056,19951.970023025882
52285,19951.968885981758
52869,19951.967902129407
55892,19951.96750251576
55849,19951.967283026774
54671,19951.967179724787
55117,19951.96652537585
55468,19951.96644481589
53674,19951.966084158892
56038,19951.96494458752
56386,19951.964535744042
54066,19951.959952373883
55217,19951.95940750802
56389,19951.95932442917
51782,19951.958449499365
52086,19951.9574801033
55584,19951.956497394956
51382,19951.954231361648
55488,19951.953872345333
56118,19951.953859629666
54624,19951.95294596321
54626,19951.95223782023
53460,19951.95208109725
56634,19951.951447455827
56516,19951.950382654548
55994,19951.95031415364
52393,19951.950156769057
54924,19951.949943510972
56243,19951.949891665387
52034,19951.94984433204
54722,19951.94975964119
54106,19951.948840721365
55679,19951.947118527045
52541,19951.946668397097
52835,19951.944788748042
55012,19951.944728469658
56101,19951.944164883964
56068,19951.943749573467
53729,19951.943363136706
56343,19951.94326744871
56122,19951.942819018746
54101,19951.94261691444
54968,19951.942131455486
56096,19951.941491727193
53044,19951.941160255858
52936,19951.9409133534
53866,19951.94029607471
53085,19951.939781324167
53257,19951.939781324167
53478,19951.938303621686
55804,19951.937422874485
55759,19951.937173220267
54179,19951.93706761176
53658,19951.935865657324
52733,19951.93584258261
55924,19951.935331735345
55176,19951.935238695933
55186,19951.934303990296
53828,19951.93348168603
51278,19951.93321176312
54900,19951.932098835594
56049,19951.926156917358
54763,19951.921416858764
54411,19951.91534144927
52718,19951.913494749155
54056,19951.90443957589
53756,19951.28366372203
51499,19951.27295195472
54826,19945.771502054344
53159,19945.72736157282
52255,19940.301866971375
51364,19940.29366888901
55896,19940.279685884954
55776,19940.279262910084
53305,19936.159399399963
52410,19936.15500590835
54191,19936.136713570984
55996,19936.13630970456
56278,19936.133974710145
56340,19936.132317779797
56770,19936.122292928834
56167,19936.111410770485
55661,19936.10924916199
51706,19936.108510880986
56489,19936.107258039767
53591,19936.10309011341
53595,19936.101000217626
52402,19936.099662145014
55900,19936.099124533863
56694,19936.09863777115
56445,19936.097470844987
51287,19936.09661946589
53790,19936.094769978154
54668,19936.09463202935
56222,19936.093128489538
53685,19936.092021386776
56571,19936.09133575105
53890,19936.090542045156
55437,19936.08953891063
54012,19936.08941189755
55211,19936.087276149177
56074,19936.085576872618
55884,19936.08506968854
56523,19936.084868705046
52956,19936.082796136554
52039,19936.0808082108
51749,19936.08072392196
54931,19936.079499997788
52052,19936.0793483393
56256,19936.079167664735
56359,19936.079167664735
54843,19936.078817283287
51786,19936.0776194349
55396,19936.077137684584
54195,19936.074367367197
55313,19936.07183443879
55946,19936.070902177344
55108,19936.070786508557
52986,19936.07045950714
54869,19936.07017576342
55118,19936.069249786622
54697,19936.068770225836
53048,19936.06782684061
56884,19936.06427722649
56885,19936.06427722649
56651,19936.06427491044
54494,19936.063257698108
52637,19936.063025077117
56538,19936.06235714276
56399,19936.061799160656
53051,19936.059958076272
54261,19936.05924359689
55384,19936.05766978198
51169,19936.057663895517
54262,19936.05724413639
56838,19936.054295970775
56839,19936.054295970775
56265,19936.052916732042
51353,19936.05280033455
54242,19936.051501603837
52652,19936.051136850052
56543,19936.05004183179
56260,19936.049558250346
55589,19936.047670094867
56383,19936.04732726476
56201,19936.04673722364
55359,19936.046150615002
54345,19936.044128526344
53903,19936.043881489637
51922,19936.04331200774
52227,19936.04309322262
54788,19936.04274818308
54904,19936.04274818308
55046,19936.041597418072
54537,19936.040532134408
54544,19936.04006771452
52314,19936.039300828626
52901,19936.039300828626
54886,19936.038909142724
55618,19936.037720845845
51510,19936.032249036438
54936,19936.03222444535
56264,19936.03015686405
53411,19936.028810909407
53391,19936.028383767483
53428,19936.02826681804
56622,19936.02459490334
54362,19936.02317075886
56208,19936.011663077323
53382,19936.008935710684
51397,19935.994967519568
54657,19927.82455809347
54292,19927.80106228592
53936,19927.797480963352
55585,19927.79193108856
55111,19927.78514929388
55875,19927.768629528484
53719,19926.46456236206
52991,19926.44411693779
51203,19917.557819155663
55799,19917.54301473617
55441,19907.058129217323
53178,19906.969885327628
51359,19906.949883197187
54794,19900.797620977668
52405,19891.712794556348
53389,19891.67212870456
56760,19889.463183567328
54534,19889.45821913827
55142,19889.457127368303
54361,19889.453445651037
55668,19889.449088643225
55415,19889.44431510146
52892,19889.438502765992
52095,19889.431280998284
52449,19889.43084340801
53855,19889.430683865106
55767,19889.430409129214
51138,19889.430165197202
55769,19889.42217721187
52106,19889.416824819356
53158,19889.41152458932
52570,19889.398089836122
51426,19889.396052205873
51101,19889.3935572559
54844,19889.389155439232
55971,19889.378231387353
52036,19888.957103969577
54383,19888.93840301259
54496,19888.930394134797
55521,19888.92499259844
52287,19888.922302503277
54742,19888.92068770126
55843,19888.918956429727
54182,19888.917607824675
55256,19888.91498499638
51157,19888.913295189457
55982,19888.911627898822
54307,19888.91024044973
52025,19888.910197545083
52198,19888.910197545083
56018,19888.909332691903
53854,19888.909264268303
53094,19888.90541104381
54958,19888.903746509714
54399,19888.90358122652
52738,19888.900497665585
56688,19888.899464584338
52962,19888.899457390962
52998,19888.899457390962
52761,19888.899355532994
55787,19888.89768421358
54557,19888.894018589737
51190,19888.893631391846
54530,19888.89271467598
55632,19888.892252786005
55645,19888.892252786005
55529,19888.886188945013
55926,19888.885717405843
55746,19888.88528379768
51593,19888.8850567812
53041,19888.883569665537
53933,19888.847015253934
56077,19886.815652071546
53992,19868.30717071548
55750,19868.304493802552
51146,19868.299167286044
54607,19868.295593896306
54016,19868.294406418758
55097,19868.292873128335
52324,19868.29236569162
56031,19868.289598555115
52256,19868.289550954734
55644,19868.288978299403
54837,19868.288779354098
54205,19868.288528896173
51865,19868.28606952022
54295,19868.28606952022
53470,19868.285366402506
52254,19868.284788761885
51290,19868.28458155196
52566,19868.283091204892
54609,19868.282221644775
56297,19868.28202264073
56231,19868.28146289896
51714,19868.281014931767
51609,19868.28076638958
55059,19868.280571698524
54296,19868.280309212805
53322,19868.280091418175
55766,19868.27975983867
52481,19868.279657126397
55655,19868.279016774177
53634,19868.278770782512
50925,19868.277107467693
54970,19868.277092459448
55353,19868.277042982674
52107,19868.27664164173
54882,19868.27607970388
56557,19868.276048354637
54501,19868.275727817065
55653,19868.274433085993
56964,19868.274018202523
56965,19868.274018202523
56041,19868.271854344923
53025,19868.270634780558
51587,19868.26942326997
52387,19868.269336144163
52274,19868.26914377242
56155,19868.268821289712
55923,19868.268081038907
54354,19868.267175159104
54223,19868.2665689354
54153,19868.265590195122
55406,19868.265102507154
55132,19868.26338534572
55044,19868.263344466446
54947,19868.263138698756
54956,19868.263138698756
53331,19868.260998733804
54072,19868.260850426443
55519,19868.26051148557
56066,19868.260353084806
54782,19868.260213107053
56639,19868.25997300355
54213,19868.259022048536
55087,19868.25898879533
56026,19868.257815968922
51320,19868.257476033225
51471,19868.257110483544
53206,19868.257093593784
55269,19868.25692702617
51969,19868.2548865222
55987,19868.25438504028
54154,19868.25434931075
55782,19868.253389841106
54433,19868.2524667146
55973,19868.251396068208
54642,19868.25125062465
55008,19868.250651653747
55232,19868.248738177303
52894,19868.24800228417
51541,19868.247166388468
52109,19868.246590026793
51513,19868.24556365656
53856,19868.245380587934
51245,19868.24518717426
51591,19868.244434542412
54026,19868.244046282343
55422,19868.24345171639
55783,19868.243154747215
55853,19868.242635580085
53311,19868.24234640426
51288,19868.24111263303
53824,19868.240547404836
53727,19868.240298966277
52494,19868.239715050273
51914,19868.23936520167
52360,19868.238399420312
55379,19868.237162308145
52142,19868.236724159324
52160,19868.236103393712
51879,19868.232304914287
51590,19868.231850014334
55255,19868.22887923029
51907,19868.226367646603
52132,19868.21792297443
51602,19868.20619276417
53541,19834.491579607507
51439,19834.491284675365
55467,19826.01414312145
51849,19805.793475591672
55685,19805.78605211815
53843,19805.77216546283
51106,19805.759414406326
56886,19805.745015204233
56887,19805.745015204233
53555,19805.743143223703
56935,19805.74171693849
56936,19805.74171693849
55591,19805.741396403297
53787,19805.736458295116
55027,19805.725839336417
51573,19805.722922226298
51369,19805.717751586963
51275,19787.720422711624
56768,19775.162189786206
53335,19768.13102875505
55794,19768.11431631007
55324,19767.2173973547
53914,19760.77913357025
56019,19760.773017376567
52663,19760.7710187105
55851,19760.766636073313
55135,19754.34693034214
53888,19745.029547057857
52706,19745.019110247355
52973,19745.017888717928
52283,19745.017604002867
52929,19745.016546774772
56579,19745.01531373914
53221,19745.0144586352
51769,19745.013417729304
56750,19745.013370761502
56834,19745.010077411738
56835,19745.010077411738
56012,19745.00949088716
53353,19745.00939156118
55055,19745.009051598285
55684,19745.007875256342
56435,19745.00677996727
56611,19745.004988161694
52701,19745.004326307226
51065,19745.003984232913
54917,19745.00396824013
56804,19745.002913281896
56874,19745.00143383642
56875,19745.00143383642
54938,19745.00116177009
54369,19745.000249079367
56378,19745.000073880325
52375,19744.998913854834
53496,19744.997404281447
52784,19744.99736081487
53507,19744.99706443647
51827,19744.99647791683
51045,19744.996361248173
54222,19744.995780544305
53701,19744.995564525394
55749,19744.995115988128
55642,19744.99506992609
50982,19744.994095326216
56217,19744.99376232845
